City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tocopilla,CL,-22.092,-70.1979,63.18,65,25,5.53,scattered clouds
347,Walvis Bay,NA,-22.9575,14.5053,54.09,82,0,2.3,clear sky
348,Qui Nhon,VN,13.7667,109.2333,76.46,90,100,7.09,moderate rain
349,Tucupita,VE,9.0622,-62.051,80.62,76,49,5.57,scattered clouds
350,Kokopo,PG,-4.352,152.2633,79.72,81,100,3.04,light rain
351,Lundazi,ZM,-12.2929,33.1782,69.21,53,1,6.04,clear sky
352,Valdosta,US,30.8327,-83.2785,78.67,91,75,3.44,broken clouds
353,Talnakh,RU,69.4865,88.3972,34.29,100,100,4.32,light rain
354,Rampur Hat,IN,24.1667,87.7833,80.19,81,77,1.32,broken clouds
355,Eyl,SO,7.9803,49.8164,78.19,83,43,17.81,scattered clouds
356,Aasiaat,GL,68.7098,-52.8699,26.85,75,100,14.29,overcast clouds
357,Mahon,ES,39.8885,4.2658,66.76,68,40,4.61,scattered clouds
358,San Quintin,MX,30.4833,-115.95,74.28,63,8,12.26,clear sky
359,Kerema,PG,-7.9631,145.7785,78.76,84,100,2.82,overcast clouds
360,Necochea,AR,-38.5473,-58.7368,52.03,84,85,20.58,light rain
361,Jumla,NP,29.2747,82.1838,56.37,79,58,0.72,broken clouds
362,Sobolevo,RU,54.4299,31.8996,41.38,87,0,8.7,clear sky
363,Shirwal,IN,18.1333,73.9833,76.41,82,100,1.77,overcast clouds
364,La Orilla,MX,17.9833,-102.2333,85.15,76,94,9.4,overcast clouds
365,Mehamn,NO,71.0357,27.8492,51.71,85,74,13.09,broken clouds
366,Khani,GE,41.9563,42.9566,49.57,93,100,4.68,overcast clouds
367,Grindavik,IS,63.8424,-22.4338,43.27,75,75,9.22,broken clouds
368,Gibara,CU,21.1097,-76.1317,84.22,70,97,13.89,overcast clouds
369,Cherskiy,RU,68.75,161.3,11.43,95,99,4.03,overcast clouds
370,Waitati,NZ,-45.75,170.5667,52.5,97,100,11.32,overcast clouds
371,Ilulissat,GL,69.2167,-51.1,23.74,65,93,10.2,overcast clouds
372,Adrar,MR,20.5022,-10.0711,89.6,12,1,10.36,clear sky
373,Impfondo,CG,1.6381,18.0667,68.29,98,78,0.92,broken clouds
374,Camabatela,AO,-8.1881,15.375,66.4,80,91,1.9,overcast clouds
375,Vizianagaram,IN,18.1167,83.4167,78.31,91,30,3.56,scattered clouds
376,Fort-Shevchenko,KZ,44.5086,50.263,49.48,51,99,23.49,overcast clouds
377,Hualmay,PE,-11.0964,-77.6139,64.62,79,80,8.9,broken clouds
378,Athabasca,CA,54.7169,-113.2854,54.01,31,100,9.75,overcast clouds
379,Kangasala,FI,61.4638,24.076,48.97,93,100,9.73,overcast clouds
380,Sao Filipe,CV,14.8961,-24.4956,80.92,73,4,4.12,clear sky
381,Raudeberg,NO,61.9875,5.1352,53.2,81,100,3.0,overcast clouds
382,Amapa,BR,1.0,-52.0,76.78,81,90,1.99,overcast clouds
383,Turan,VN,16.0678,108.2208,77.05,94,75,4.61,moderate rain
384,Cabatuan,PH,10.8794,122.486,74.5,91,100,0.45,overcast clouds
385,San Isidro,PE,-12.1167,-77.05,63.5,83,75,1.99,broken clouds
386,Raub,MY,3.7899,101.857,71.76,83,93,2.08,overcast clouds
387,Devonport,AU,-41.1667,146.35,56.01,65,44,9.55,scattered clouds
388,Burgeo,CA,47.6167,-57.6152,51.84,59,0,9.33,clear sky
389,Bilma,NE,18.6853,12.9164,84.56,16,1,8.68,clear sky
390,Gamba,GA,-2.65,10.0,75.61,84,100,6.02,overcast clouds
391,Taltal,CL,-25.4,-70.4833,60.39,72,33,5.64,scattered clouds
392,Mbaiki,CF,3.8678,17.9892,68.23,96,35,0.96,scattered clouds
393,Kudahuvadhoo,MV,2.6708,72.8944,83.64,74,94,17.18,overcast clouds
394,Touros,BR,-5.1989,-35.4608,79.7,79,39,15.99,scattered clouds
395,Sibiti,CG,-3.6819,13.3499,70.12,92,94,1.99,overcast clouds
396,Dubai,AE,25.2582,55.3047,87.73,74,0,5.01,clear sky
397,Waingapu,ID,-9.6567,120.2641,75.67,77,100,6.33,overcast clouds
398,Muros,ES,42.7762,-9.0603,61.23,94,5,5.44,clear sky
399,Santiago Del Estero,AR,-27.7951,-64.2615,77.81,30,2,14.16,clear sky
400,The Valley,AI,18.217,-63.0578,86.14,66,20,17.27,few clouds
401,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,56,20,11.18,few clouds
402,Ketchikan,US,55.3422,-131.6461,49.95,51,12,8.81,few clouds
403,Ternate,ID,0.8,127.4,81.01,74,90,2.3,overcast clouds
404,Bansang,GM,13.4333,-14.65,80.94,78,59,5.21,broken clouds
405,Berdigestyakh,RU,62.0989,126.6992,25.66,94,69,5.17,broken clouds
406,Talcahuano,CL,-36.7167,-73.1167,60.48,63,20,17.27,few clouds
407,Saint-Augustin,CA,51.226,-58.6502,53.17,54,37,6.33,scattered clouds
408,Fort Nelson,CA,58.8053,-122.7002,38.79,60,75,0.0,broken clouds
409,Inhambane,MZ,-23.865,35.3833,70.63,89,13,8.23,few clouds
410,Stornoway,GB,58.2093,-6.3865,51.93,93,18,8.05,few clouds
411,Bairiki,KI,1.3292,172.9752,84.2,70,75,5.75,broken clouds
412,Challans,FR,46.8436,-1.8749,54.52,71,1,12.44,clear sky
413,Afua,BR,-0.1567,-50.3867,82.72,67,74,8.21,broken clouds
414,Red Bluff,US,40.1785,-122.2358,84.69,13,100,7.38,overcast clouds
415,Kodinsk,RU,58.6881,99.1844,24.62,93,12,2.01,few clouds
416,Ostrovnoy,RU,68.0531,39.5131,47.8,91,100,28.77,overcast clouds
417,Ugoofaaru,MV,5.6667,73.0,82.54,75,100,19.3,overcast clouds
418,Bathsheba,BB,13.2167,-59.5167,84.81,65,20,20.71,few clouds
419,Broome,US,42.2506,-75.833,68.83,84,90,3.44,overcast clouds
420,Ambilobe,MG,-13.2,49.05,70.54,83,80,3.33,broken clouds
421,Salamanca,ES,40.8333,-6.0,54.99,88,46,3.29,scattered clouds
422,Bemidji,US,47.4736,-94.8803,78.64,43,1,13.8,clear sky
423,Kindu,CD,-2.95,25.95,71.19,98,100,1.14,moderate rain
424,Dunedin,NZ,-45.8742,170.5036,52.3,96,100,15.28,overcast clouds
425,Araouane,ML,18.9048,-3.5265,91.2,26,22,7.2,few clouds
426,Ixtapa,MX,20.7,-105.2,86.23,79,19,5.99,few clouds
427,Jiblah,YE,13.9216,44.1467,66.11,68,65,2.42,broken clouds
428,Rawson,AR,-43.3002,-65.1023,46.81,60,94,27.4,overcast clouds
429,Severo-Kurilsk,RU,50.6789,156.125,44.31,75,56,19.82,light rain
430,Sola,VU,-13.8833,167.55,81.27,89,40,0.0,scattered clouds
431,Arawa,PG,-6.2132,155.5367,79.84,84,100,2.48,overcast clouds
432,Tottori,JP,35.5,134.2333,66.27,82,75,8.05,broken clouds
433,Foumbot,CM,5.5079,10.6356,64.08,96,90,2.42,light rain
434,Nelson Bay,AU,-32.7167,152.15,62.29,58,1,13.27,clear sky
435,Camacha,PT,33.0833,-16.3333,67.42,68,20,10.36,few clouds
436,Smithers,CA,54.7804,-127.1743,35.92,87,90,3.44,overcast clouds
437,Itoman,JP,26.1247,127.6694,80.62,89,75,9.22,broken clouds
438,Flinders,AU,-34.5833,150.8552,62.38,55,7,4.0,clear sky
439,Plakhtiyivka,UA,46.1006,29.7217,51.21,65,7,7.43,clear sky
440,Herat,AF,34.5,62.0,58.05,24,0,7.9,clear sky
441,Am Timan,TD,11.0297,20.2827,77.22,65,37,3.87,scattered clouds
442,Terney,RU,45.0503,136.6092,42.48,67,69,8.77,broken clouds
443,Riviere-Du-Loup,CA,47.8304,-69.5342,62.92,47,1,3.44,clear sky
444,Narsaq,GL,60.9167,-46.05,33.51,66,1,5.37,clear sky
445,La Ronge,CA,55.1001,-105.2842,53.82,32,90,13.8,overcast clouds
446,Padang,ID,-0.9492,100.3543,76.95,86,98,2.21,overcast clouds
447,Salalah,OM,17.0151,54.0924,79.39,90,81,5.55,broken clouds
448,Dunmore Town,BS,25.5,-76.65,82.49,69,2,4.12,clear sky
449,Wenling,CN,28.3669,121.36,74.91,86,40,5.88,scattered clouds
450,Verkhnevilyuysk,RU,63.4453,120.3167,28.67,82,74,5.68,broken clouds
451,Oussouye,SN,12.485,-16.5469,78.98,81,74,3.8,broken clouds
452,Cairns,AU,-16.9167,145.7667,84.94,80,27,9.22,scattered clouds
453,Camapua,BR,-19.5314,-54.0439,84.74,51,83,5.99,broken clouds
454,Siddipet,IN,18.1,78.85,73.27,95,27,5.88,scattered clouds
455,Makhachkala,RU,42.9764,47.5024,55.38,77,100,10.16,overcast clouds
456,Ewa Beach,US,21.3156,-158.0072,84.09,56,75,15.01,broken clouds
457,Waipawa,NZ,-41.4122,175.5153,60.46,79,100,6.8,overcast clouds
458,Bobcaygeon,CA,44.5462,-78.542,66.61,73,51,0.34,broken clouds
459,Bundaberg,AU,-24.85,152.35,72.21,36,0,7.0,clear sky
460,Atambua,ID,-9.1061,124.8925,73.47,74,37,2.37,scattered clouds
461,Salisbury,GB,51.0693,-1.7957,53.94,83,0,12.66,clear sky
462,Mata,PT,40.683,-7.4592,55.92,93,29,1.43,scattered clouds
463,Yerbogachen,RU,61.2767,108.0108,27.1,95,87,6.24,overcast clouds
464,Gawler,AU,-34.6,138.7333,65.25,53,30,9.31,scattered clouds
465,Sangar,RU,63.9242,127.4739,28.38,92,80,4.38,light snow
466,Sorland,NO,67.667,12.6934,51.17,81,62,20.78,broken clouds
467,Fazendas De Almeirim,PT,39.1755,-8.5693,66.83,91,95,6.51,overcast clouds
468,Kamphaeng Phet,TH,16.25,99.5,73.29,90,55,1.77,broken clouds
469,Coihueco,CL,-36.6167,-71.8333,59.85,49,99,7.58,overcast clouds
470,Samarkand,UZ,39.6542,66.9597,53.02,47,72,13.8,broken clouds
471,Pointe Michel,DM,15.25,-61.3833,84.49,72,20,16.44,few clouds
472,Micheweni,TZ,-4.9667,39.8333,75.92,81,14,11.56,few clouds
473,Bourail,NC,-21.5667,165.4833,79.48,62,3,3.89,clear sky
474,Torit,SS,4.4133,32.5678,73.89,76,87,2.8,overcast clouds
475,Tosya,TR,41.0155,34.0401,45.21,86,23,1.95,few clouds
476,Provideniya,RU,64.3833,-173.3,39.31,87,90,4.47,light rain
477,Bull Savanna,JM,17.8868,-77.5902,78.98,80,100,11.99,overcast clouds
478,Deputatskiy,RU,69.3,139.9,18.5,81,100,8.12,overcast clouds
479,Yerofey Pavlovich,RU,53.9667,121.9667,26.71,89,12,2.62,few clouds
480,Belyy Yar,RU,53.6039,91.3903,26.49,93,0,2.24,clear sky
481,Rossosh,RU,51.1209,38.5116,43.09,78,20,7.34,few clouds
482,Henties Bay,NA,-22.116,14.2845,53.85,86,4,6.91,clear sky
483,Fairbanks,US,64.8378,-147.7164,41.22,86,1,4.61,moderate rain
484,Powell River,CA,49.8496,-124.5361,56.84,94,75,6.91,broken clouds
485,Katobu,ID,-4.9408,122.5276,74.88,91,100,1.83,overcast clouds
486,Mariental,NA,-24.6333,17.9667,66.33,14,0,8.84,clear sky
487,Kedrovyy,RU,56.1667,91.8167,21.61,94,15,4.29,few clouds
488,Tocache,PE,-8.1842,-76.5125,77.77,70,54,2.1,broken clouds
489,San Matias,BO,-16.3667,-58.4,85.39,48,71,2.21,broken clouds
490,Wanning,CN,18.8003,110.3967,79.5,88,100,11.18,overcast clouds
491,Preobrazheniye,RU,42.9019,133.9064,47.12,62,60,5.7,broken clouds
492,Sur,OM,22.5667,59.5289,82.62,70,0,10.8,clear sky
493,Gurupi,BR,-11.7292,-49.0686,86.81,45,91,4.79,overcast clouds
494,Alofi,NU,-19.0595,-169.9187,80.49,78,75,11.5,broken clouds
495,Tautira,PF,-17.7333,-149.15,82.42,73,52,9.62,broken clouds
496,Alta Floresta,BR,-9.8756,-56.0861,76.77,72,82,3.83,broken clouds
497,Grand Gaube,MU,-20.0064,57.6608,70.38,80,35,1.01,light rain
498,Aborlan,PH,9.4352,118.5492,77.45,89,86,3.76,overcast clouds
499,Matara,LK,5.9485,80.5353,77.5,87,100,12.26,overcast clouds
500,San Rafael,AR,-34.6177,-68.3301,70.36,14,0,21.27,clear sky
501,Hobyo,SO,5.3505,48.5268,78.53,86,13,18.54,few clouds
502,Forbes,AU,-33.3833,148.0167,53.37,58,0,3.62,clear sky
503,Pa Daet,TH,19.5049,99.9924,73.42,91,18,1.57,few clouds
504,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,17.27,clear sky
505,Cache Creek,CA,50.8101,-121.3246,65.91,53,100,10.94,overcast clouds
506,Cajamar,BR,-23.3519,-46.8813,66.76,90,88,9.04,overcast clouds
507,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.37,52,50,7.27,scattered clouds
508,Long Beach,US,33.767,-118.1892,88.74,65,20,8.99,few clouds
509,Hofn,IS,64.2539,-15.2082,39.45,65,100,9.78,overcast clouds
510,Acari,PE,-15.4311,-74.6158,70.36,64,94,6.58,overcast clouds
511,Houma,US,29.5958,-90.7195,84.2,71,7,4.05,clear sky
512,Mandiana,GN,10.6333,-8.6833,76.89,78,100,2.84,overcast clouds
513,Coquimbo,CL,-29.9533,-71.3436,56.93,71,20,11.5,few clouds
514,Taoudenni,ML,22.6783,-3.9836,93.79,10,3,9.4,clear sky
515,Shache,CN,38.4167,77.2406,51.1,48,2,2.01,clear sky
516,Kuressaare,EE,58.2481,22.5039,55.35,75,100,10.0,overcast clouds
517,Mascote,BR,-15.5631,-39.3025,71.83,93,51,3.89,broken clouds
518,Golden,US,39.7555,-105.2211,84.24,20,4,1.99,clear sky
519,Sami,GM,13.5833,-15.2,81.5,70,37,3.83,scattered clouds
520,Tartagal,AR,-22.5164,-63.8013,73.08,42,34,4.88,scattered clouds
521,Elban,RU,50.1018,136.5094,37.6,81,66,1.57,broken clouds
522,Galveston,US,29.3669,-94.9669,88.21,49,0,5.5,clear sky
523,Sept-Iles,CA,50.2001,-66.3821,57.72,68,40,1.01,scattered clouds
524,Siderno,IT,38.2779,16.302,70.84,71,78,5.3,broken clouds
525,Santa Cruz,BO,-17.8,-63.1667,83.66,44,25,13.8,scattered clouds
526,Kitimat,CA,54.0524,-128.6534,53.91,60,86,5.95,overcast clouds
527,Coihaique,CL,-45.5752,-72.0662,52.41,35,20,8.05,few clouds
528,Beringovskiy,RU,63.05,179.3167,34.18,86,100,19.1,overcast clouds
529,Gizo,SB,-8.103,156.8419,83.61,72,100,8.1,light rain
530,Port Augusta,AU,-32.5,137.7667,51.94,20,0,7.81,clear sky
531,Araguari,BR,-18.6472,-48.1872,80.89,40,74,4.79,broken clouds
532,Plettenberg Bay,ZA,-34.0527,23.3716,56.55,86,0,4.38,clear sky
533,Mitsamiouli,KM,-11.3847,43.2844,75.36,82,51,2.13,broken clouds
534,Jalu,LY,29.0331,21.5482,72.5,39,0,8.43,clear sky
535,Benin,BJ,9.5,2.25,75.45,87,61,3.76,broken clouds
536,Katav-Ivanovsk,RU,54.7531,58.1956,32.63,74,100,1.5,light snow
537,Yulara,AU,-25.2406,130.9889,71.44,23,78,6.91,broken clouds
538,Bambanglipuro,ID,-7.95,110.2833,74.48,87,100,8.48,overcast clouds
539,Hay River,CA,60.8156,-115.7999,39.18,75,75,8.05,broken clouds
540,Maumere,ID,-8.6199,122.2111,78.21,82,99,6.55,overcast clouds
541,Half Moon Bay,US,37.4636,-122.4286,85.57,64,20,1.01,few clouds
542,Victoria,HK,22.2855,114.1577,84.18,74,4,1.01,clear sky
543,Patin-Ay,PH,8.5506,125.9372,73.49,98,100,1.28,light rain
544,Aljezur,PT,37.3191,-8.8033,65.43,93,100,6.62,overcast clouds
545,Nizhniy Odes,RU,63.6445,54.856,35.91,96,23,6.6,few clouds
546,Puerto Escondido,MX,15.85,-97.0667,85.23,72,17,4.56,few clouds
547,Geraldton,AU,-28.7667,114.6,43.21,93,68,5.75,broken clouds
548,Urucara,BR,-2.5364,-57.76,83.44,48,100,3.74,overcast clouds
549,Garissa,KE,-0.4536,39.6401,74.44,73,40,17.36,scattered clouds
550,Poopo,BO,-18.3667,-66.9667,55.94,43,97,11.81,light rain
551,Traverse City,US,44.7631,-85.6206,71.73,84,0,3.0,clear sky
552,Igarka,RU,67.4667,86.5833,35.4,99,100,13.0,overcast clouds
553,Kolondieba,ML,11.0882,-6.8926,79.16,62,65,2.66,broken clouds
554,Anadyr,RU,64.75,177.4833,32.5,100,75,13.0,mist
555,Russell,US,32.3502,-85.1999,75.11,87,90,4.61,mist
556,Rio Grande,BR,-32.035,-52.0986,62.71,60,0,11.65,clear sky
557,Erzin,TR,36.9559,36.2,68.0,38,0,3.31,clear sky
558,Dukat,RU,62.55,155.55,10.99,93,100,4.72,overcast clouds
559,Durban,ZA,-29.8579,31.0292,65.32,97,99,1.99,moderate rain
560,Vao,NC,-22.6667,167.4833,71.74,87,22,1.68,few clouds
561,Lasa,IT,46.6166,10.7002,54.48,98,100,3.02,overcast clouds
562,Antalaha,MG,-14.9003,50.2788,66.52,88,10,6.2,clear sky
563,Muborak,UZ,39.2553,65.1528,56.41,41,66,8.46,broken clouds
564,Koutsouras,GR,35.0339,25.9469,69.12,60,0,15.01,clear sky
565,Conde,BR,-7.2597,-34.9075,78.26,78,0,10.36,clear sky
566,Virginia Beach,US,36.8529,-75.978,83.01,73,72,1.01,broken clouds
567,Porto Novo,BJ,6.4965,2.6036,78.17,87,100,5.44,overcast clouds
568,Kenai,US,60.5544,-151.2583,44.1,77,40,0.0,light rain
569,Marawi,PH,7.9986,124.2928,65.64,87,96,3.53,light rain
570,Ruwi,OM,23.5996,58.5507,84.15,70,2,5.23,clear sky
571,Matay,EG,28.419,30.7792,71.15,59,0,16.49,clear sky
572,Dartford,GB,51.4435,0.2196,54.19,77,0,5.01,clear sky
573,Calama,CL,-22.4667,-68.9333,72.09,6,40,16.11,scattered clouds
574,Agadez,NE,19.75,10.25,81.97,16,4,9.89,clear sky
575,Halifax,CA,44.6453,-63.5724,64.29,65,20,6.91,few clouds
576,Port Blair,IN,11.6667,92.75,80.1,80,98,13.0,overcast clouds
577,General Pico,AR,-35.6566,-63.7568,69.37,36,48,4.23,scattered clouds
578,Maneadero,MX,31.7167,-116.5667,76.19,74,29,5.99,scattered clouds
579,Klyuchevskiy,RU,53.5317,119.4519,27.14,80,0,1.36,clear sky
580,Kysyl-Syr,RU,63.8986,122.7617,26.33,90,18,6.29,few clouds
581,Lodja,CD,-3.4833,23.4333,69.21,99,66,1.99,broken clouds
582,Itarema,BR,-2.9248,-39.9167,79.16,82,74,17.13,broken clouds
583,Umkomaas,ZA,-30.2067,30.7978,63.68,95,99,3.42,moderate rain
584,Dakar,SN,14.6937,-17.4441,82.53,74,20,6.91,few clouds
585,Upington,ZA,-28.4478,21.2561,70.18,13,36,5.75,scattered clouds
586,Chase,CA,50.8165,-119.6857,63.19,49,100,4.09,light rain
587,Kavaratti,IN,10.5669,72.642,81.41,81,99,14.56,very heavy rain
588,Blagoyevo,RU,63.3667,47.9167,40.42,87,53,8.03,broken clouds
589,Naryan-Mar,RU,67.6713,53.087,42.39,88,0,18.54,clear sky
590,Hoquiam,US,46.9809,-123.8893,60.03,52,100,7.0,overcast clouds
591,Leh,IN,34.1667,77.5833,46.29,42,1,4.9,clear sky
592,Bratsk,RU,56.1325,101.6142,27.09,84,50,3.53,scattered clouds
593,Kalmunai,LK,7.4167,81.8167,77.81,85,94,13.49,overcast clouds
594,Paso De Carrasco,UY,-34.8603,-56.0522,66.34,62,0,6.91,clear sky
595,Ulladulla,AU,-35.35,150.4667,60.87,51,8,2.93,clear sky
596,Yarkovo,RU,57.4028,67.0786,32.65,85,100,3.44,overcast clouds
597,Mount Gambier,AU,-37.8333,140.7667,44.51,93,41,10.36,scattered clouds
598,Lanzhou,CN,36.0564,103.7922,49.28,79,100,2.75,overcast clouds
599,San Vicente,AR,-26.6167,-54.1333,65.08,70,86,2.62,overcast clouds
600,Husavik,IS,66.0449,-17.3389,37.31,80,100,4.85,overcast clouds
601,Sinjar,IQ,36.3209,41.8754,67.95,17,0,5.77,clear sky
602,Khambhaliya,IN,22.2072,69.6683,80.28,80,14,6.6,few clouds
603,Zeya,RU,53.75,127.2667,28.4,72,3,4.27,clear sky
604,Jinxiang,CN,27.4327,120.6062,75.81,87,67,8.41,broken clouds
605,Zhuhai,CN,22.2769,113.5678,83.91,74,0,12.66,light rain
606,Sayyan,YE,15.1718,44.3244,63.07,27,51,4.92,broken clouds
607,Diu,IN,20.7141,70.9822,80.31,77,100,8.12,overcast clouds
608,Umea,SE,63.8284,20.2597,49.93,100,90,11.5,overcast clouds
609,Manbij,SY,36.5281,37.9549,61.57,26,0,10.45,clear sky
610,Kalabo,ZM,-14.97,22.6814,73.06,64,73,4.09,light rain
611,Brufut,GM,13.3814,-16.7518,77.09,94,75,0.0,broken clouds
612,Ust-Nera,RU,64.5667,143.2,21.22,95,88,4.85,overcast clouds
613,Gilgit,PK,35.9221,74.3087,66.78,50,17,1.03,few clouds
614,Loukhi,RU,66.0764,33.0381,48.45,86,100,12.37,overcast clouds
615,Mandsaur,IN,24.0667,75.0667,77.38,81,68,2.26,broken clouds
616,Kwinana,AU,-32.25,115.7667,45.81,76,3,9.31,clear sky
617,Cabo Rojo,PR,18.0866,-67.1457,86.25,76,99,5.01,overcast clouds
618,Brandon,US,27.9378,-82.2859,88.86,74,40,1.01,scattered clouds
619,Belmonte,BR,-15.8631,-38.8828,77.5,88,59,9.66,broken clouds
620,Opuwo,NA,-18.0607,13.84,68.94,20,86,4.25,overcast clouds
621,Bantogon,PH,6.5333,124.0333,77.95,77,100,3.67,overcast clouds
622,Kurilsk,RU,45.2333,147.8833,47.71,59,23,7.49,few clouds
623,Elk River,US,45.3038,-93.5672,77.34,55,3,5.01,clear sky
624,Bonavista,CA,48.6499,-53.1147,48.11,75,100,25.7,overcast clouds
625,Kralendijk,BQ,12.15,-68.2667,83.43,82,96,23.67,overcast clouds
626,Havelock,US,34.8791,-76.9013,82.63,72,40,1.01,scattered clouds
627,Palkonda,IN,18.6,83.75,76.33,94,8,2.66,clear sky
628,Timmins,CA,48.4669,-81.3331,69.62,49,20,4.61,few clouds
629,Port Moresby,PG,-9.4431,147.1797,78.22,89,75,3.44,haze
630,Gimbi,ET,9.1667,35.8333,55.31,95,99,3.27,overcast clouds
631,Hazleton,US,40.9584,-75.9746,66.4,88,90,0.0,overcast clouds
632,Keti Bandar,PK,24.1447,67.4497,79.79,82,4,7.4,clear sky
633,Hanmer Springs,NZ,-42.5167,172.8167,60.78,66,97,1.81,light rain
634,Cap-Aux-Meules,CA,47.3821,-61.8597,55.45,76,40,10.36,scattered clouds
635,Sinnamary,GF,5.3833,-52.95,80.96,79,57,7.76,broken clouds
636,Maniitsoq,GL,65.4167,-52.9,38.3,65,100,10.11,overcast clouds
637,Saint-Pierre,RE,-21.3393,55.4781,69.48,79,90,4.61,overcast clouds
638,Humberto De Campos,BR,-2.5983,-43.4611,79.12,76,24,7.58,few clouds
639,Palamos,ES,41.8484,3.1291,68.68,16,99,6.13,overcast clouds
640,Kanganpur,PK,30.7663,74.1231,79.74,65,0,4.56,clear sky
641,Tezu,IN,27.9167,96.1667,73.94,73,71,2.01,broken clouds
642,Gat,IL,31.61,34.7642,71.82,68,0,2.8,clear sky
643,Borovoy,RU,55.4333,86.0833,33.08,80,0,6.71,clear sky
644,Cuamba,MZ,-14.8031,36.5372,73.8,51,8,3.31,clear sky
645,Tiarei,PF,-17.5333,-149.3333,82.42,71,15,11.27,few clouds
646,Carrollton,US,32.9537,-96.8903,89.11,32,40,1.99,scattered clouds
647,Awbari,LY,26.5921,12.7805,77.0,27,0,7.58,clear sky
648,Ilhabela,BR,-23.7781,-45.3581,67.37,91,100,7.74,overcast clouds
649,Cerritos,US,33.8583,-118.0648,89.1,60,20,8.99,few clouds
650,Acapulco,MX,16.8634,-99.8901,84.99,79,24,8.41,few clouds
651,Portland,US,45.5234,-122.6762,58.08,93,90,1.99,overcast clouds
652,Huntsville,US,34.7304,-86.5861,75.33,79,75,1.01,broken clouds
653,Wellington,NZ,-41.2866,174.7756,63.77,82,20,1.01,few clouds
654,Karoi,ZW,-16.8099,29.6925,68.13,62,2,5.7,clear sky
655,Palmer,US,42.1584,-72.3287,59.86,83,90,5.75,overcast clouds
656,Berlevag,NO,70.8578,29.0864,51.75,71,0,19.57,clear sky
657,Rurrenabaque,BO,-14.4413,-67.5278,70.83,86,100,1.81,overcast clouds
658,Gayny,RU,60.3071,54.3241,37.06,91,99,4.54,overcast clouds
659,Krasnogorskoye,RU,52.2953,86.1979,36.34,99,100,2.64,overcast clouds
660,Beysehir,TR,37.6773,31.7246,48.38,57,0,6.42,clear sky
661,Koupela,BF,12.1794,-0.3517,86.77,44,100,7.76,overcast clouds
662,Kingman,US,35.1894,-114.053,73.29,62,100,18.01,overcast clouds
663,Beidao,CN,34.5686,105.8933,52.21,97,100,1.77,light rain
664,Kathmandu,NP,27.7167,85.3167,68.22,94,75,2.3,broken clouds
665,Fuxin,CN,42.0156,121.6589,49.24,54,99,5.55,overcast clouds
666,Inirida,CO,3.8653,-67.9239,78.78,92,96,0.56,heavy intensity rain
667,Wuwei,CN,37.9281,102.6414,46.18,78,100,3.94,overcast clouds
668,Brigantine,US,39.4101,-74.3646,68.02,92,90,9.22,overcast clouds
669,Les Cayes,HT,18.2,-73.75,82.89,73,100,9.28,overcast clouds
670,Kenora,CA,49.8167,-94.4337,76.17,41,40,12.66,scattered clouds
671,Benjamin Constant,BR,-4.3831,-70.0311,80.73,89,0,2.3,clear sky
672,Buraydah,SA,26.326,43.975,84.65,20,0,13.31,clear sky
673,Kyrnasivka,UA,48.5955,28.979,44.1,63,0,8.21,clear sky
674,Amga,RU,60.8953,131.9608,27.37,97,99,3.22,overcast clouds
675,Urubicha,BO,-15.3833,-62.95,72.54,75,100,3.06,overcast clouds
676,Ekibastuz,KZ,51.6667,75.3667,31.05,98,100,20.24,snow
677,Dawlatabad,AF,36.4141,64.9053,56.84,25,0,3.18,clear sky
678,Atar,MR,20.5169,-13.0499,90.19,18,1,8.34,clear sky
679,Komsomolskiy,UZ,40.4272,71.7189,56.12,54,98,9.22,overcast clouds
680,Nanyang,CN,32.9947,112.5328,54.39,86,100,16.87,overcast clouds
681,Augusto Correa,BR,-1.0217,-46.635,79.57,76,35,6.35,scattered clouds
682,Merano,IT,46.6682,11.1595,61.34,95,100,1.54,overcast clouds
683,Mauganj,IN,24.6833,81.8833,77.88,76,2,3.58,clear sky
684,Volodarskiy,RU,46.4013,48.5409,39.15,45,82,14.05,broken clouds
685,Lugovskoy,RU,56.9585,64.529,32.22,81,99,3.15,overcast clouds
686,Pho Chai,TH,16.3283,103.7703,79.09,85,100,5.75,overcast clouds
687,Chimbote,PE,-9.0853,-78.5783,65.23,79,53,11.61,broken clouds
688,Aswan,EG,24.0934,32.907,85.3,24,0,13.8,clear sky
689,Thinadhoo,MV,0.5333,72.9333,83.79,73,98,18.03,overcast clouds
690,Gumdag,TM,39.2061,54.5906,60.89,30,45,27.63,scattered clouds
691,Sorong,ID,-0.8833,131.25,79.47,85,100,7.2,light rain
692,Farafenni,GM,13.5667,-15.6,80.73,78,27,5.64,scattered clouds
693,Baoding,CN,38.8511,115.4903,51.28,95,100,9.46,light rain
694,Yadrin,RU,55.9405,46.2062,34.59,68,63,2.1,broken clouds
695,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,74,75,14.97,broken clouds
696,Skoghall,SE,59.3232,13.4655,52.36,100,75,11.5,moderate rain
